Date,Open,High,Low,Close,Volume,Adj Close
04-01-2007,131.6,132.8,129.27,130.01,17605500,121.48
03-01-2007,138.06,140.12,132.61,133.35,12130800,124.6
29-12-2006,140.51,140.81,139,139.66,5827600,130.49
28-12-2006,141.65,142.52,140.38,141,7144000,131.75
27-12-2006,139.65,141.7,138.56,141.7,6404800,132.4
26-12-2006,141.98,142.67,138.54,140.06,7371500,130.83
22-12-2006,141.71,142.78,140.43,141.38,5066000,132.06
21-12-2006,143.91,144.69,141.4,142.2,7922900,132.83
20-12-2006,146.5,147,143.05,143.45,8510400,133.99
19-12-2006,142.43,146.71,141.98,146.18,10530700,136.54
18-12-2006,148.51,148.67,143.94,143.94,11131900,134.45
15-12-2006,150.21,150.6,148.99,149.6,8238500,139.74
14-12-2006,149.44,150.98,148.55,150.21,8872500,140.29
13-12-2006,146.71,149.11,146.33,148.09,11388400,138.31
12-12-2006,147.18,147.85,145.1,145.8,8441900,136.16
11-12-2006,145.61,147.7,145.2,146.07,7403500,136.42
08-12-2006,146.7,148.47,145.82,146.65,7547500,136.96
07-12-2006,146.83,147.5,144.6,145.65,8179500,136.02
06-12-2006,145.6,148.22,145.34,146.98,10290100,137.26
05-12-2006,147.65,148.04,144.56,146.39,9390800,136.71
04-12-2006,146.46,146.97,145.13,146.56,7979100,136.87
01-12-2006,145.1,148,143.4,147.65,12779100,137.86
30-11-2006,145.92,147.5,144.37,146.14,13058000,136.45
29-11-2006,140.77,146.2,139.55,145.9,12133900,136.23
28-11-2006,138.76,141.59,138.76,140.6,8677200,131.25
27-11-2006,141,141.07,137.76,138.23,8866400,129.04
24-11-2006,141,141.7,140.1,140.3,2943100,130.97
22-11-2006,139.72,141.15,137.72,140.17,10027000,130.85
21-11-2006,138.5,140.5,138.12,140.2,7957000,130.87
20-11-2006,136,138.48,134.85,137.66,10035500,128.5
17-11-2006,134.23,137.35,133.75,136.85,13196100,127.74
16-11-2006,141.38,141.9,135.5,135.76,13178600,126.72
15-11-2006,138.59,142.22,138.36,140.82,11230400,131.45
